article;lang
πάρου τ σάλπινgα να παίξου για ν ακούσ κι η μάνα μ να ραχατέψ η ψ χή τς ;nothern
Ου παπάς άκσιν γύρσιν λουξά κι λίγου αγριμένους τς λέει ;nothern
 Αυτά Βανgέλ δέ γένουνdι κι πιρπάτατι ίσια ;nothern
Τουμ bήριν του παράπουνου του ν Βανgέλ τουν τζάκουναν κι οι άλλ γιρά ;nothern
του πήριν απόφασ κι για να βγάλ του γινάτ χίρσιν να λέει τα παρανgέλματα μι;nothern
του στόμα Τσιτσιώνα μάρσ Τσιτσιώνα συμbαράταξ Τσιτσιώνα μή φουβάσι κι;nothern
Ικείνα τα χρόνια του έθιμου ήταν να σταματούν του ν νικρό στου πηγάδ ικεί;nothern
στου σταυρουδρόμ δγιάβαζιν ου παπάς μνιά ιφχή;nothern
κι ύστρα πάιναν στα;nothern
Μνήματα έτσ κι τώρα μι ν Τζιτσιώνα αυτό έκαμαν σταμάτσαν άφκαν ν gάσα;nothern
καταής κι χίρσιν ου παπάς να δγιαβάζ ;nothern
Πώς γίνgιν ικείν ν ώρα κι βγήκιν του ένα του παπούτσ απου μ bιθαμέν κι;nothern
έπισιν καταής δέν gατάλαβιν κάνας Τούιδιν ου παπάς τούιδιν ου κόσμους κι;nothern
χίρσιν ου Βανgέλτς να φουνάζ Τσιτσιώνα συμbαράταξ ;nothern
Γίνgιν μνιά ανακατουσιά τί να ιδείς κάνα δγιό τρείς ειδικοί να τηρούν πώς να;nothern
βάλν του παπούτσ ου παπάς να κνάει του θυμνιατήρ κι να μουρμουρίζ ου;nothern
Βανgέλτς να φουνάζ Τσιτσιώνα συμbαράταξ ;nothern
κι ου κόσμους να γιλάει ;nothern
Ώσπου ου παπα Δημήτρς γινατχιάσ κιν γυρνάει στου ν Βανgέλ κι σημ bαρέα τ κι;nothern
τς λέει ;nothern
 Πέ ρα Πέτρου τουμ bαπα Δημήτρ να σταθεί ψίχα ;nothern
Στο ηχητικό και το τυπωμένο σελ 198 ώς να πιταχτώ δές Γ 4 ;nothern
 κι ψίχα α γριμένους τς λέει ;nothern
 να σταματούν τουμ bιθαμένου ;nothern
 δγιάβαζιν ου παπάς μνιά ιφκή ;nothern
 στα Νημόργια ;nothern
 ακούμπσαν του σινdούκ του κιβούρ καταής ;nothern
 χίρσιν ου Βανgέλτς να σκούζ Τσιτσιώνα συμbαράταξ ;nothern
Εδώ η πρόταση μπορεί να συμπληρωθεί ώς εξής να τηρούν πώς να βάλν του παπούτσ ;nothern
 μ bιθαμέν ;nothern
 Ου Βανgέλτς να σκούζ Τσιτσιώνα συμbαράταξ ;nothern
 106 ;nothern
 Έχτι να μουλώξ τι ή τα σας χιρήσου μι του θυμνιατήρ στου κιφάλ να σας;nothern
στείλου στα Μνήματα αρχύτιρα απου ν Τζιτσιώνα ;nothern
Γυρνάει ύστρα κατα μ bιθαμέν σκύβ κι αρπάχν του παπούτσ του;nothern
πουλιμάει ουπάν σην Τζιτσιώνα κι λέει ;nothern
 Πάρτι ν gάσα κι κίνατι ας πααίν η Τσιτσιώνα μ ένα παπούτσ Σάματ τα;nothern
πιρπατήσ ξυπόλτ στουν Αιώρ κι τα πατήσ τ ανgάθχια ;nothern
 5 8 Κόνdιβιν να νυχτώσ όνdα έσουσαν τα χρέα στουν Αιώρ Δίπλουσιν ου;nothern
παπάς του πατραχήλ σ μαζώθκιν κι ν ώρα απ κινούσιν τουμ φτάν ου Βανgέλτς;nothern
κι τουν λέει ;nothern
 Παπα Δημήτρ καλά έκαμάμι τα χρέα σην Τζιτσιώνα ένα μούνgι δέ μ άφκις ;nothern
να λαλήσου λίγου τ σάλπινgα Γιαταύτου κι ιγώ είπα κάθι βράδ νάρχουμι ι δώ;nothern
στου μνήμα να λαλώ λίγου για να πααίν η μάνα μ στουν ουπάν τουν gόσμου μ ;nothern
όλα τα καλά ;nothern
 Νάρχισι ρα Βανgέλ Κάθι βράδ Να βαραίν τς τ σάλπινgα γιρά θάρουμ κι;nothern
σ κώνιτι κάνας βρουκόλακας να σι φάει να γλιτώσν απτισένα κι οι ζουνdανοί κι οι;nothern
 Τσάκουτι του σινdούκ του κιβούρ κι κίνατι ;nothern
Η σωστή σειρά ας πααίν η Τσιτσιώνα στουν Αιώρ μ ένα παπούτσ Σάματ τα;nothern
πιρπατήσ ξυπόλτ κι τα πατήσ τ ανgάθχια ;nothern
Στο τυπωμένο δέν άφ κις σελ 199 ;nothern
 να λαλήσου ψίχα τ σάλπινgα ;nothern
 να λαλώ ψίχα ;nothern
Το κείμενο είναι διαθέσιμο στις σελ 191 9 του βιβλίου με τίτλο Ου σαλπιγκτής το;nothern
αυτόνομο ηχητικό δέν είναι πλήρες http www skrka gr ou_salpinktis html λείπει η;nothern
ενότητα 5 6 όμως στα πλαίσια της πρώτης εκπομπής ο ενδιαφερόμενος με λίγη;nothern
υπομονή;nothern
μπορεί;nothern
να;nothern
ακούσει;nothern
 http www skrka gr kozanitiko_idioma html ;nothern
 107 ;nothern
ολόκληρο;nothern
το;nothern
κείμενο;nothern
Χριστόδουλος Χριστοδούλου;nothern
ΓΛΩΣΣΑΡΙ1;nothern
αλbάν τς ο πεταλωτής ;nothern
Βιτόργια η Βικτωρία 7 ιταλικό βαφτιστικό Vittoria λατ Victoria ;nothern
βουράς ο βοριάς 1 1 Ο Τσιτσελίκης 198 χρησιμοποιεί το βορράς με τη;nothern
σημασία βοριάς καθώς αποδίδει το κοζανίτικο βουράς που το μπερδεύει;nothern
με το ΚΝΕ βορράς Το βουράς ακόμα και με την ιστορική ορθογραφία;nothern
γράφεται με ένα ρ καθώς έχει κοινή ετυμολογία με το ΚΝΕ βοριάς ;nothern
προέρχονται και τα δύο απο το μεσαιωνικό βορέας που υπέστη συνίζηση ;nothern
με αποτέλεσμα το e βορέας να δώσει ημίφωνο στην ΚΝΕ το ημίφωνο;nothern
συμφωνοποιήθηκε βοργιάς ενώ αρχικά το ημίφωνο;nothern
ουρανικοποίησε το r βορέας βουριάς και κατόπιν το ŕ απουρανώθηκε;nothern
 βουριάς βουράς ;nothern
γαλίκ το κοφίνι ;nothern
καζάν το Η λέξη χρησιμοποιείται με δύο σημασίες ;nothern
1 αποστακτήρας Η Σκΐρκα έχ πουλλά καζάνια κι καρτιρούν κάθι;nothern
χρόνου οι νοικουκυραίοι ναρθούν οι μέρις για να τ ανάψν 4 Τα;nothern
καζάνια είνι bακαρέινα 4 ;nothern
 αποστακτήριο π χ μιτρούσιν τς μέρις απ τουν dρύγου ώσπου ν ;nothern
ανοίξν τα καζάνια 4 τα φόρτουσαν κι τα πήγαν στου καζάν 4 Τ ;nothern
αράδγιασαν;nothern
όξου απ του καζάν 4 ώς ν ώρα πόφυγιν η;nothern
χαμάλα για του καζάν 4 κίν τσιν ου γιός τ ου Νάτσιους απ του σπίτ ;nothern
για του καζάν 4 4 στάθκιν στουν gατώφιλου τς πόρτας απ του καζάν ;nothern
Τα ουσιαστικά κύρια ονόματα και το γένος τους δηλώνονται με το άρθρο ο η το τα το;nothern
επθ δηλώνει επίθετο το άκλ άκλιτο μέρος του λόγου και το ρ το ρήμα Στην εκλαϊκευτική;nothern
εκδοχή ένας αστερίσκος μπορεί δηλώνει τις λέξεις τα ονόματα του γλωσσαρίου ;nothern
Ο τύπος επιβιώνει σε ιδιώματα όπως της Λόσνιτσας Καστοριάς Γλ Λόσν και του;nothern
Τίρναβου Λάρισας Γλ Τίρν 15 ;nothern
 108 ;nothern
 4 4 Πιραστικοί κι χασουμέρδις μαζώνουνdι στα καζάνια 4 4 Κανόν τσι;nothern
να τα μάθν κι στου καζάν 4 4 μουσκουβόλτσιν του καζάν 4 4 ;nothern
Κατέφκιν στου καζάν 4 5 ;nothern
Οι δύο σαφώς ξεχωριστές χρήσεις του καζάν που δηλώνει τόσο τον;nothern
 αποστακτήρα όσο και τον χώρο οπου αυτός στεγάζεται οφείλεται σε ένα;nothern
γλωσσικό φαινόμενο που ονομάζεται μετωνυμία και αντικατοπτρίζεται;nothern
χαρακτηριστικά στην περίπτωση του ΚΝΕ γραφείο που με αφετηρία τη;nothern
σημασία χώρος που προορίζεται για γραφική εργασία κατέληξε να δηλώνει;nothern
και τα άτομα που δουλεύουν σε ένα γραφείο δές ΛΚΝ ;nothern
Εδώ μπορούμε να προσθέσουμε οτι άλλοι στην Κοζάνη χρησιμοποιούν το;nothern
καζαναργιό για να δηλώσουν το αποστακτήριο ενώ ο αποστακτήρας ;nothern
δηλώνεται και με το ρακουκάζανου ;nothern
καραγάτσ το φτελιά 1 ;nothern
καφαλτΐ το άκλ κολατσιό ;nothern
Κλαδγιά τα το όνομα της τοποθεσίας οπου σήμερα βρίσκεται η εκκλησία του;nothern
Άγ Νικάνορα 4 ;nothern
κουταλεύου ρ ψάχνω κάποιον στις τσέπες πώς έκαμιν ου Λάζους κι;nothern
κουταλέφκιν δέ βρήκιν στου ν τζέπ ούτι μνιά δικάρα 7 ;nothern
Λάζους ο Λάζαρος 5 γενική τ Λάζ 7 Φαίνεται οτι στην Κοζάνη στο;nothern
τέρμα αρος αναγνωρίστηκε το μεγεθυντικό επίθημα αρος π χ παίδαρος ;nothern
κορίτσαρος κλπ με αποτέλεσμα να αφαιρεθεί προκειμένου ο τύπος να μή;nothern
θυμίζει μεγεθυντικό σε αντίστοιχη διαδικασία οφείλεται και η μορφή δύο;nothern
τουρκισμών στων οποίων το αρχικό τέρμα αναγνωρίστηκε το υποκοριστικό;nothern
επίθημα άκι τσαρδί τσαρδ άκι çardak ΛΚΝ πασούμι πασουμ άκι;nothern
 paşmak ΛΚΝ ;nothern
Συνίσταται στη χρήση της ονομασίας ενός βασικού χαρακτηριστικού μιάς οντότητας στη;nothern
θέση της ονομασίας της ίδιας της οντότητας δές Κρύσταλ 00 λ μετώνυμο ;nothern
Ο τύπος καζαναργιό σχηματίστηκε με βάση το καζάν αποστακτήρας και το επίθημα αργιό που όπως και στην περίπτωση του καμπαναριό δηλώνει τον χώρο οπου κάτι;nothern
βρίσκεται μέσα ;nothern
 109 ;nothern
Λιόλιους ο Γιώργος 5 1 ;nothern
Μήκας ο Δημήτρης ;nothern
Μίσιους ο Μιχάλης ;nothern
Νάννους ο Γιάννης 7 5 5 Γιάννος Γιάννης ;nothern
Νάτσιους ο Θανάσης 1 4 4 γενική τ Νάτσ 7 Αθανάσιος ;nothern
Ντίνας ο Κώστας Ντίνος 1 4 Ντίνος Κωνσταντίνος ;nothern
πάππους ο 1 παππούς να μήν dουν ιδεί ου πάππους τ 4 γέρος ;nothern
