article;lang
θελω να καμω για διδακτορικο Σκεφτουμε;cypr
για Αμερικη αλλα εν ξερω αν θελω να μπω;cypr
στην διαδικασια να κατσω εξετασεις και;cypr
γενικα την τεραστια διαδικασια Εν ξερω;cypr
αν θελω να φυω που την Ευρωπη Η Αμερικη;cypr
εν μια ιδεα που παει τζιε ρκετε συνεχεια;cypr
μες το μυαλο μου Ειπα οτι αν δεν πιασω;cypr
υποτροφια για διδακτορικο στην Αγγλια;cypr
θα καμω gap year και θα καμω αιτησεις για;cypr
Αμερικη In any case σκεφτουμε να πιασω εναν;cypr
χρονο για να ταξιδεψω δουλεψω μακρια;cypr
που την academia Το διδακτορικο εν 4 χρονια;cypr
και εν θελω να χασω την ευκαιρια να ζησω;cypr
ενα χρονο ποτζι ποδα Ισως να ειναι η;cypr
μοναδικη ευκαιρια που εχω για να το;cypr
καμω Εσυμφωνισα να καμω το Μαστερ;cypr
κατευθειαν μετα το πτυχιο τζιαι εν;cypr
ξερω Θελω ενα χρονο για μενα Να ζησω;cypr
λιγο καποιες κατασταεις Φυσικα το;cypr
προβλημα ειναι πως θα το καμω γιατι ΟΚ;cypr
εννα πρεπει να το πληρωσω εγω Θελω να;cypr
καμω διαφορετικα πραματα Να ταρακουνησω;cypr
την ψυχη μου εν φραση του Περίπλανου;cypr
τουτη Θελω να παιξω πιανο να μαθω;cypr
φωτογραφικη να καμω τζιαι αλλο θεατρο;cypr
να μαθω γλωσσες αν ξερετε για υποτροφιες;cypr
για Βραζιλια Κουβα Ιαπωνια Μεση;cypr
Ανατολη λετ μι νοου;cypr
 Εμαθα οτι επιασα το πτυχιο μου με;cypr
Αριστα την Παρασκευη Εχαρηκα καπως Εν;cypr
ξερω Εθυσιασα πολλα πραματα για το;cypr
γαμημενο το Αριστα Εν ξερω αν αξιζε το;cypr
κοπο Εν ξερω καν αν οντως εθυσιασα;cypr
πολλα πραματα Γενικα ειμαι πολλα;cypr
τεμπελης Πρειπει να δουλεψω αρκετα;cypr
πανω στα αρνητικα του χαρακτηρα μου Το;cypr
απιστευτο ινερτια που με κρατα σε;cypr
καποιες φασεις και χανω πολλα πραματα;cypr
Αλλα αυτο εν αλλο ποστ Τουτον εινα ηδη;cypr
τεραστιο Ετελιωσε τζια το φραπε;cypr
 Geia sou afigiti Eipa na perasw na pw ena geia Sygxarhthria gia to;cypr
arista;cypr
 gia soy cyproleon eshi polli kairo pou diavazw to blog sou pou ton;cypr
tziero pou emashesoun na ta xalasis me ton spaniolo hehe;cypr
 eyxaristw gia to arista en itan k polla xrisimo;cypr
 2009 07 02 ce bf ce bc ce b1 cf 81 ce ba ce bf cf 82 ce ba ce b1 ce b9 ce bf ce b4 ce b9 ce b1 ce b2 ce bf ce bb ce bf cf 82 Ειχα;cypr
ετοιμασει ενα ποστ το οποιο τελικα δεν;cypr
εκανα publish Ηταν της Τεταρτης 24 6 Στο;cypr
ποστ εβγαζα τα νευρα μου για τον;cypr
Ψυχοπαθη για την συμπεριφορα του και;cypr
για την δικη μου Το conclusion ηταν πως Αν;cypr
γινεσαι κωλος για καποιον αν ριχνεις;cypr
τοσο πολλα το εγω σου αν φτανεις στο;cypr
σημειο σχεδον να παρακαλας για να σε δει;cypr
καποιος για να ειναι μαζι του τι θα;cypr
αγαπησει τι θα θελει ο αλλος αν δεν;cypr
εχεις περηφανεια αν δεν εχεις χαρακτηρα;cypr
αν δεν εχεις αρχιδια Ελεγα πως Εν;cypr
ξερω τι επαθα μαζι του Μεσα σε ενα μηνα;cypr
εστεισεν με 4 φορες τζιε εκαρτερουν τον;cypr
οπως το μαλακα τζιε συνεχιζω ακομα;cypr
Υποσχεθηκεν μου ενα σωρο σκατα Ο;cypr
ψευτης ο αρχιδης Εγω που εκαμα μεχρι;cypr
τζιαι σχεδια να καθυστερησω το Μαστερ;cypr
ενα χρονο για να ειμαι μαζι του Ξερεις;cypr
ερωτευτηκα καποιον αλλον;cypr
 Ο τι επαθα μαζι του αξιζει μου;cypr
ειλικρινα Ουλλοι να μου λαλουν ρε μανα;cypr
μου παρατα τον ο τυπας εν σου καμει;cypr
καλο αλλα οχι εγω τζιαμε λυπου μετον;cypr
 θελω να τον βοηθησω εν εχετε ανθρωπια;cypr
ρε Ειχαν δικαιον ομως Ο τυπας να ξερει;cypr
πλεον οτι πελλανισκω για παρτυ του οτι;cypr
αλλαξα ολοκληρο μου το καλοτζιαιρι του;cypr
για τζινον Τζιαι ηρτα πισω για τζινον;cypr
Τζιαι 3 βδομαδες υστερα αποκαλυψε μου;cypr
οτι τον τελευταιο μηνα φκενει παραλληλα;cypr
με καποιον αλλο τζιαι οτι εν παν καλα;cypr
τα πραματα τζιαι οτι εν ερωτευμενος;cypr
τζια υποφερει;cypr
 Blah blah blah Ειχεν ακομα 2 3 παραγραφους;cypr
ευτανα στο συμπερασμα οτι θα τον γραψω;cypr
τελειως Δεν ειχαμε μιλησει καθολου για;cypr
μια βδομαδα οποτε μου μιλοουσε απο το;cypr
ιντερνετ ημουν πολυ κρυος και οντως;cypr
ειχα αρχισει να νιωθω καλυτερα Αλλα;cypr
βεβαια Ο διαβολος εχει αλλα σχεδια;cypr
 Την Παρασκευη 26 6 εφκηκα ραντεβου με;cypr
εναν αλλο τον Μαρκο Ηταν να παμε για;cypr
μια μπυρα μονο γιατι μετα θα φκεναμε ο;cypr
καθενας με παρεες Επηαμε για μπυρα η;cypr
μπυρα εγινε δειπνο Το δειπνο εγινε;cypr
εξοδος σε εναν αρκετα καλο club με house και;cypr
εναν ηλιθιο εβεντ για το gay pride για τον;cypr
διαγωνισμο του bear αντρας τριχωτος;cypr
συνηθως καπως γεματουης Mετα ηρτε;cypr
σπιτι μου επεσαμε μαζι εξυνπησαμε ο;cypr
τυπας πολλα γλυκος ντακσι φατσικα;cypr
μπορει να μεν εγυριζα να τον δω δευτερη;cypr
φορα αλλα πολλα καλος χαρακτηρας φιλα;cypr
καλα κτλ Εξυπνησαμε και λαλει μου;cypr
θελεις να σε παρω εκδρομη κατι που ο;cypr
Ψυχοπαθης ειχε μου υποσχεθει αλλα;cypr
φυσικα ποττε εν εγινε Και σηκωστηκαμε;cypr
επιαμε 2 ωρες και κατι δρομο σε μια πολλα;cypr
ωραια παραλια επηαμεν ηδαμε κατι;cypr
χωρκουθκια εκολυμπησαμε εφαμε;cypr
μεσημεριανο πανω στη θαλασσα και μετα;cypr
που μια μεγαλη βολτα στον φαρο που εσιει;cypr
τζιαμε εκατεβεηκαμε και επηαμε σε ενα;cypr
αλλο χωρκο και εφαμε διπλα στη θαλασσα;cypr
Εφυγα που σπιτι μου γυρω στις 9 την;cypr
Παρασκευη και ημασταν μαζι μεχρι το;cypr
Σαββατο στις 11 τη νυχτα Ειχα περασει;cypr
παρα πολυ καλα πολλα χαρουμενος;cypr
 Εεεε αποφασισα να παω για ενα ποτο;cypr
με φιλους το Σαββατο εφκηκα εξω για;cypr
καμιαν ωρα γιατι ημουν πτωμα ηρτα σπιτι;cypr
και εξεκινησα να βαρκουμαι Και λεω;cypr
γιατι δεν παω για ποτο στο διπλανο γκει;cypr
μπαρ που εν πολλα μικρο και σιγουρα θα;cypr
ειναι τα παιδια που εν φιλοι του;cypr
Αστροφυσικου ετσι για κανεναν;cypr
μισαωρο Επια εν ειχε κανεναν τζιαι;cypr
λαλω νταξει θα πιω την μπυρα μου και θα;cypr
φυγω Ετοιμαζομαι να φυγω σε καποια;cypr
φαση και ποιον βλεπω μπροστα μου Τον;cypr
Ψυχοπαθη τωρα αναφκω τσιγαρο μονο που;cypr
το θυμουμαι;cypr
 Εγω κυριος Γεια σου τι κανεις πως;cypr
αποδω ο τυπας εν παει ΠΟΤΤΕ σε γκει;cypr
μερη Ηταν τζιαμε με δυο φιλες του;cypr
λεσβιες γιατι ειχαν παει σε ενα γαμο;cypr
πριν τζιε ειπαν να ρτουν ενα γυρω που;cypr
ποδα Μετα που 10 λεπτα εφυαν οι φιλες;cypr
του τζιε τζινος εμεινε μαζι μου This is the;cypr
part where I should have left too But no Σε καποια φαση;cypr
αρκεφκει να μου μιλα πολλα να μου γελα;cypr
να με θωρει με τζιντα υπεροχα τα πρασινα;cypr
τα μαθκια το απιστευτο το χαμογελο;cypr
τζιε να με αγγιζει να μου χαηδευκει τα;cypr
μαλλια μου Εγω τιποτε αντιδραση;cypr
εσυνεχιζα να πινω το ρουμι μου Γυριζει;cypr
θωρει πως ημουν παγοβουνο τζιαι λαλει;cypr
μου μολις εθυμηθηκα οτι γαργαλιεσαι;cypr
τζιε αρκεφκει ζιε γαργαλαμαι εγω;cypr
εξεκινησα να γελω τζιαι σε τζιντην φαση;cypr
εφιλησεν με παστον λαιμο οπως με;cypr
εκραταν και γυριζει θωρει με τζιαι;cypr
αρκεφκει τζιαι φιλα με κανονικα Φιλα;cypr
απιστευτα ο ατιμος Με το φιλι του;cypr
εμαυρισαν ουλλα ουτε που εσκεφτουμουν;cypr
και εξεκινησα να τον φιλω πισω Ναι τον;cypr
ανθρωπω που ειχα αποφασισει να μεν του;cypr
ξαναμιλησω να μην τον ξαναδω;cypr
 Μισην ωρα μετα εφκαλλεν μου τα ρουχα;cypr
μου στο σαλονι εφυλαμε εκαμεν με ο τι;cypr
ηθελε Εκαμε σεξ για 3μιση ωρες προκαταρτικα;cypr
μεσα Επελλανα τον επελλανε με Εν;cypr
εξεκολλουσε που πανω μου ελατρευε το;cypr
σωμα μου τη φατσα μου τα παντα Ηταν;cypr
