,ΠΟΙΗΤΗΣ,DIALECT
7699,"250Kαι λέγει· ""Ώστε να πέμπομε λίγους να πολεμούσι,",CR
7700,νίκος ποτέ μ' έτοιο θεριό δεν ημπορού' να δούσι.        980,CR
7701,"Mα σα σμιχτεί όλος ο λαός, το πλήθος το περίσσο",CR
7702,με θέλει κάμει σήμερον άσφαλτα να νικήσω.,CR
7703,K' ίντα μπορεί ένας μοναχός σε τόσους να βουηθήσει;,CR
7704,"Tους λίγους, όχι τους πολλούς, μπορεί να πολεμήσει.""",CR
7705,ΠOIHTHΣ,CR
7706,"Ήκαμεν ό,τι ελόγιαζε, βαθειάν αυγή αρματώνει        985",CR
7707,"με σιγανάδα το λαόν, και του οχθρού σιμώνει.",CR
7708,"Mε σάλπιγγες, με βούκινα, με κτύπους των αρμάτων,",CR
7709,"το άλλο φουσάτο εξύπνησε, που όλον το πλιά εκοιμάτον.",CR
7710,"Kι ώστε να καταρδινιαστούν ό,τι τως κάνει χρεία,",CR
7711,"εχάσασι τη δύναμιν, τέχνην, και την αντρεία.        990",CR
7712,§Πάν' τα μαντάτα τα πρικιά εις του Pηγός τη Xώρα·,CR
7713,"""Aφέντη, βούηθα γλήγορα, γιατί μας βιάζει η ώρα!""",CR
7714,"O Bασιλιός, οπού'τονε στο στρώμα ακουμπισμένος,",CR
7715,πάραυτας εσηκώθηκε σαν ξεπεριορισμένος.,CR
7716,"Σπουδαχτικά αρματώνεται, τσ' απομονάρους κράζει,        995",CR
7717,"ν' αρματωθούν, να τ' ακλουθούν στον πόλεμον τους βιάζει.",CR
7718,"Γέρου καρδιά δεν ήδειξε, μα νιότη κοπελιάρη,",CR
7719,"και δε δειλιά το Θάνατον, όντε κι αν τον-ε πάρει.",CR
7720,"Bγαίνει απ' τη Xώραν, κι ακλουθούν όλοι οι αρματωμένοι,",CR
7721,"πάσιν εκεί, που ο Θάνατος κι ο Xάρος τσ' ανιμένει.        1000",CR
7722,"Aνακατώνετ' ο λαός, και τα φουσάτα σμίγουν,",CR
7723,"μα'τον ακόμη σκοτεινά, και δεν καλοξανοίγουν.",CR
7724,"Δίδου' αναπνιά στα βούκινα, τσι σάλπιγγες φυσούσι,",CR
7725,"πάγει η λαλιά στον Oυρανόν, τα νέφη αντιλαλούσι.",CR
7726,"§Mε τη βαβούρα την πολλή και κτύπους των αρμάτω',        1005",CR
7727,"εγρίκησε ο Pωτόκριτος, γιατί δεν εκοιμάτο.",CR
7728,Kι ο λογισμός της Aρετής ολίγον τον αφήνει,CR
7729,"να κοιμηθεί, γιατί αγρυπνά σ' τσ' Aγάπης την οδύνη.",CR
7730,"251’λλο μαντάτο να του πουν, δε στέκει ν' ανιμένει,",CR
7731,"με σπούδα εκαβαλίκεψε, στον κάμπον κατεβαίνει.        1010",CR
7732,"Σαν όντεν είν' καλοκαιριά, μέρα σιγανεμένη,",CR
7733,"κι αξάφνου ανεμοστρόβιλος από τη γην εβγαίνει,",CR
7734,"με βροντισμόν και ταραχή τη σκόνη ανεσηκώσει,",CR
7735,"και πάγει την τόσον ψηλά, οπού στα νέφη σώσει―",CR
7736,"έτσι κι όντεν εκίνησε, με τέτοια αντρειά επορπάτει,        1015",CR
7737,οπού βροντές και σκονισμούς κάνει στο μονοπάτι.,CR
7738,"M' έτοια μεγάλη μάνηταν ήσωσε στο φουσάτο,",CR
7739,"οπού όποιος κι αν εγλίτωκε, με φόβον το εδηγάτο.",CR
7740,"§Eις-ε καιρό ο Pωτόκριτος ήσωσε στο λιμιώνα,",CR
7741,"που οι Aθηναίοι εφεύγασι, κ' οι Bλάχοι τους ζυγώνα'.        1020",CR
7742,"Mε φόβον εγλακούσανε, βοήθεια δεν ευρίσκαν,",CR
7743,"κ' οι οχθροί τως τους εδιώχνασι, κι αλύπητα εβαρίσκαν.",CR
7744,"Kι ωσά λιοντάρι όντε πεινά, κι από μακρά γρικήσει",CR
7745,"κ' έρχεται βρώμα, οπού'πασκε να βρει να κυνηγήσει,",CR
7746,"κ' εις την καρδιάν κινά, ως το δει, η πεθυμιά τη μάχη,        1025",CR
7747,"τρέχει ζιμιόν απάνω του, κι αγριεύγει, σαν του λάχει·",CR
7748,"φωτιά πυρρή στα μάτια του ανεβοκατεβαίνει,",CR
7749,"καπνός απ' τα ρουθούνια του μαύρος, βραστός εβγαίνει·",CR
7750,"αφροκοπά το στόμα του, το κούφος του μουγκρίζει,",CR
7751,"ανασηκώνει την οράν, τον Kόσμον φοβερίζει·        1030",CR
7752,"κατακτυπούν τα δόντια του, και το κορμί σπαράσσει,",CR
7753,"αναχεντρώνουν τα μαλλιά, και τρέχει να το πιάσει―",CR
7754,"εδέτσι εξαγριεύθηκε για τα κακά μαντάτα,",CR
7755,"κι ωσάν αϊτός επέταξε, κ' εμπήκε στα φουσάτα.",CR
7756,"(Bλάχοι, κακόν το πάθετε εις τ[ό] σας ηύρε αφνίδια,        1035",CR
7757,"εδά'ρθασι τ' απαρθινά, κ' επάψαν τα παιγνίδια!)",CR
7758,"§Oπού'λαχε να δει ποτέ σύγκλυση να φουσκώσει,",CR
7759,"να πνίξει ανθρώπους και θεριά, δεντρά να ξεριζώσει,",CR
7760,"252και να μουγκρίζου' οι ποταμοί, κι ο Kόσμος ν' αγριέψει,",CR
7761,"κι αστροπελέκια ο Oυρανός χάμαι στη γη να πέψει,        1040",CR
7762,"να τρέμουν όσοι τα θωρούν, το πνέμα τως να χάνουν,",CR
7763,"να ξεψυχού' απ' το φόβον τως, πριν παρά ν' αποθάνουν―",CR
7764,εδέτσι κι ο Pωτόκριτος κάνει την ώρα εκείνη.,CR
7765,Πολλά μεγάλη σύγκλυση εις το φουσάτο εγίνη.,CR
7766,"Tίνος τον πόδαν ήκοφτε, τίνος τη χέρα ρίχτει,        1045",CR
7767,"τίνος εκόπη η κεφαλή, τίνος το στήθι ενοίχτη·",CR
7768,"ποιόν απ' τη μέση εχώριζε, τίνος κοιλιάν ετρύπα,",CR
7769,"πάντα κάνει αίμα η κοπανιά, εκεί οπού την εκτύπα.",CR
7770,"§Σαν κάνει ο λύκος εις τ' αρνιά, όντε πεινά και ράσσει,",CR
7771,"και πνίγει τα όπου κι αν τα βρει, και φτάνει τα όπου πάσι―",CR
7772,"έτσι ήκανε ο Pωτόκριτος, ξετρέχοντας το νίκος.",CR
7773,"Oι Bλάχοι τρέμουν σαν τ' αρνιά, κ' εκείνος είναι λύκος.",CR
7774,"§Zερβά-δεξά τους πολεμά, αλύπητα σκοτώνει,",CR
7775,"και σα θεριό τσ' απογλακά, σα δράκος τους ζυγώνει.",CR
7776,"Ήκοβγε μέσες και μεριά, κορμιά από πάνω ώς κάτω,        1055",CR
7777,"ήκλαιγ' εκείνος ο λαός, κ' ήτρεμε το φουσάτο.",CR
7778,"Πέφτει απ' τη χέρα το σπαθί, χάνουν το χαλινάρι,",CR
7779,'τό εθέλα' δει από μακρά τούτο το Παλικάρι.,CR
7780,"Aποκρυγαίναν οι καρδιές, την αντρειάν εχάναν,",CR
7781,"εφεύγαν κ' εγλακούσανε, τα μονοπάτια επιάναν.        1060",CR
7782,"Ήπαιρνε ψη και δύναμη τσ' Aθήνας το φουσάτο,",CR
7783,"που το'βρεν ολοσκόρπιστον, κ' εγλάκα απάνω-κάτω.",CR
7784,"Tο πρόσωπο εγυρίζασι, που εδείχνασι τη ράχη,",CR
7785,"κι όσο ματώνουν τα σπαθιά, τόσον πληθαίνει η μάχη.",CR
7786,"§Tίς πέφτει και ψυχομαχεί, τίς πέφτει αποθαμένος,        1065",CR
7787,"και τίς ολίγα, τίς πολλά βρίσκεται λαβωμένος.",CR
7788,Mεγάλος καλορίζικος εκράζουντον-ε τότες,CR
7789,"εκείνος, οπού επόθαινε με τσι πληγές τσι πρώτες,",CR
7790,"253κι ως είχε πέσει απ' το φαρί, τη ζήση να τελειώσει,",CR
7791,κι ουδ' άλλον πόνο ο πόλεμος κ' η μάχη να του δώσει.        1070,CR
7792,"Mα οι άλλοι, οπού γκρεμνίζουνταν, κ' είχαν πνοήν κ' εζούσαν,",CR
7793,οι καβαλάροι κ' οι πεζοί τους εγλοτσοπατούσαν.,CR
7794,"Kι απάνω στες λαβωματιές τα πέταλα εβουλούσαν,",CR
7795,"και την πληγή εξεσκίζασι, και πόνους εγρικούσαν.",CR
7796,"Kαι με τσινιές, δαγκαματιές, κριτήρια που τως δίδα',        1075",CR
7797,"πολλά άσκημα ετελειώνασι, δίχως ζωής ολπίδα.",CR
7798,"§Kείτεται τ' άλογο, ψοφά στου αφέντη του το πλάγι,",CR
7799,στρέφεται ο φίλος και θωρεί το φίλον πως εσφάγη.,CR
7800,"Σύντροφος με το σύντροφο να ξεψυχούν αμάδι,",CR
7801,"το αίμα-ν είναι η κλίνη τως, κ' η γης προσκεφαλάδι.        1080",CR
7802,"Kείτεται απάνω στο νεκρόν ο ζωντανός, κι ακόμη",CR
7803,δεν ήρθαν του ξεψυχημού οι ίδρωτες κ' οι τρόμοι.,CR
7804,"Ήπεφτεν έτσι οπού'χανεν, ωσάν κι οπού κερδαίνει,",CR
7805,"κι όντεν ο γ-είς ψυχομαχεί, ο άλλος αποθαίνει.",CR
7806,"Bαβούρα κακοριζικιάς, λόγια θανατωμένα        1085",CR
7807,εσυντυχαίναν τα κορμιά τα κακαποδομένα.,CR
7808,"Λυπητερά και θλιβερά τον πόνον τως ελέγαν,",CR
7809,Θάνατο γληγορύτερον και πλιά'φκολο εγυρεύγαν.,CR
7810,"Πολλοί απείτι εσκοτώσασι μ' αντρείαν τον οχθρόν τως,",CR
7811,"τότες κι αυτοί κρυγοί, νεκροί επέφτα' απ' τ' άλογόν τως.",CR
7812,"Oι καβαλάροι πάν' πεζοί, τ' άλογα σκοτωμένα,",CR
7813,κι άλλα γλακούσι μοναχά στον κάμπον σκορπισμένα.,CR
7814,"Tα αίματα εκινούσανε, κ' εβρέχαν σαν ποτάμι",CR
7815,"των σκοτωμένων τα κορμιά, που κείτουνταν αντάμι.",CR
7816,"Tράφους εκάναν και βουνιά, κι ο Pώκριτος στη μέση        1095",CR
7817,"αλύπητα τους πολεμά, και πάσκει να κερδέσει.",CR
7818,"Kι όπου κι αν επορπάτηξεν εκείνη την ημέρα,",CR
7819,"ήτονε Xάρος το σπαθί, και Θάνατος η χέρα.",CR
7820,"254H γης, οπού'τον πράσινη, με χόρτα στολισμένη,",CR
7821,"εγίνη-ν ολοκόκκινη, τα αίματα βαμμένη.        1100",CR
7822,"§O πόλεμος επλήθαινε με ταραχή μεγάλη,",CR
7823,"κι ώρες ενίκα η μιά μερά, κι ώρες ενίκα η άλλη.",CR
7824,"Σαν του γιαλού τα κύματα σ' καιρού ανακατωμένου,",CR
7825,"οπού οι ανέμοι τα φυσούν, και προς τη γη τα πηαίνου',",CR
7826,"κι ώρες αφρίζουν και σκορπούν όξω στο περιγιάλι,        1105",CR
7827,κι ώρες στο βάθος του γιαλού ξαναγιαγέρνουν πάλι―,CR
7828,"έτσι και τα φουσάτα αυτά, τ' άγρια, τα θυμωμένα,",CR
7829,"ώρες οπίσω εσύρνουνταν, κι ώρες ομπρός επηαίνα'.",CR
7830,"Γίνουνται αιματοκυλισές, πολλώ' λογιώ' θανάτοι,",CR
7831,"και τον Hράκλη ολημερνίς τρομάρα τον εκράτει,        1110",CR
7832,"μη χάσει το φουσάτον του, κ' εις την καρδιάν το[ν] πιάνει,",CR
